"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Answer.sentiment.label","Approve","Reject"
"3AC6MFV6AUIJ9FLWUBR4WRZ3K1KHZU","3QUMZFVHEIVD0RO7I3B4YD16Z846RH","Offensive Review Analysis","Offensive Review Analysis","offensive, reviews","$0.02","Fri Nov 12 20:32:20 PST 2021","3","BatchId:4602058;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 19 20:32:20 PST 2021","","","3OLF68YTNJ10HVKBDVS71XR48DHFAM","A1N2PMCAAJ4BNZ","Submitted","Fri Nov 12 20:34:22 PST 2021","Fri Nov 12 20:34:55 PST 2021","Mon Nov 15 20:34:55 PST 2021","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","I WANTED DIFFERENT FLAVORS BUT THEY ARE NOT. Nice but the size of the containers is a little small.Very pretty.","Offensive"
"3AC6MFV6AUIJ9FLWUBR4WRZ3K1KHZU","3QUMZFVHEIVD0RO7I3B4YD16Z846RH","Offensive Review Analysis","Offensive Review Analysis","offensive, reviews","$0.02","Fri Nov 12 20:32:20 PST 2021","3","BatchId:4602058;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 19 20:32:20 PST 2021","","","3EO896NRA6VL1T5G2LA9B09OP9JJTE","A2KE139TQ886T3","Submitted","Fri Nov 12 20:33:32 PST 2021","Fri Nov 12 20:34:51 PST 2021","Mon Nov 15 20:34:51 PST 2021","","","","79","100% (1/1)","100% (1/1)","100% (1/1)","I WANTED DIFFERENT FLAVORS BUT THEY ARE NOT. Nice but the size of the containers is a little small.Very pretty.","Offensive"
"3AC6MFV6AUIJ9FLWUBR4WRZ3K1KHZU","3QUMZFVHEIVD0RO7I3B4YD16Z846RH","Offensive Review Analysis","Offensive Review Analysis","offensive, reviews","$0.02","Fri Nov 12 20:32:20 PST 2021","3","BatchId:4602058;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 19 20:32:20 PST 2021","","","3PZDLQMM03L49G5X9E9RN9N3ZCX2CR","A399B3HHN9ZENF","Submitted","Fri Nov 12 20:34:23 PST 2021","Fri Nov 12 20:34:57 PST 2021","Mon Nov 15 20:34:57 PST 2021","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","I WANTED DIFFERENT FLAVORS BUT THEY ARE NOT. Nice but the size of the containers is a little small.Very pretty.","Not Offensive"
"3CKVGCS3QQ5BX3TM1BQBU63JB5IS0Y","3QUMZFVHEIVD0RO7I3B4YD16Z846RH","Offensive Review Analysis","Offensive Review Analysis","offensive, reviews","$0.02","Fri Nov 12 20:32:20 PST 2021","3","BatchId:4602058;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 19 20:32:20 PST 2021","","","3S3AMIZX345RCQ3D63T8JSE7W3MCDA","A1DOFO14LTAYFA","Submitted","Fri Nov 12 20:32:45 PST 2021","Fri Nov 12 20:34:29 PST 2021","Mon Nov 15 20:34:29 PST 2021","","","","104","0% (0/0)","0% (0/0)","0% (0/0)","Poor Service","Not Offensive"
"3CKVGCS3QQ5BX3TM1BQBU63JB5IS0Y","3QUMZFVHEIVD0RO7I3B4YD16Z846RH","Offensive Review Analysis","Offensive Review Analysis","offensive, reviews","$0.02","Fri Nov 12 20:32:20 PST 2021","3","BatchId:4602058;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 19 20:32:20 PST 2021","","","3634BBTX0YUFND39PJKKIVFNLLMFIQ","A399B3HHN9ZENF","Submitted","Fri Nov 12 20:34:57 PST 2021","Fri Nov 12 20:35:16 PST 2021","Mon Nov 15 20:35:16 PST 2021","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","Poor Service","Offensive"
"3CKVGCS3QQ5BX3TM1BQBU63JB5IS0Y","3QUMZFVHEIVD0RO7I3B4YD16Z846RH","Offensive Review Analysis","Offensive Review Analysis","offensive, reviews","$0.02","Fri Nov 12 20:32:20 PST 2021","3","BatchId:4602058;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 19 20:32:20 PST 2021","","","3EFE17QCRM5OVNXBPL2YPIXNAY1HSI","AVI6K24O38HET","Submitted","Fri Nov 12 20:33:55 PST 2021","Fri Nov 12 20:34:05 PST 2021","Mon Nov 15 20:34:05 PST 2021","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","Poor Service","Not Offensive"
"375VSR8FW69WY9ZZQG3YAV197AIRZ1","3QUMZFVHEIVD0RO7I3B4YD16Z846RH","Offensive Review Analysis","Offensive Review Analysis","offensive, reviews","$0.02","Fri Nov 12 20:32:20 PST 2021","3","BatchId:4602058;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 19 20:32:20 PST 2021","","","354P56DE9U3R2YRZCCGMY58TWV57S6","A399B3HHN9ZENF","Submitted","Fri Nov 12 20:34:02 PST 2021","Fri Nov 12 20:34:43 PST 2021","Mon Nov 15 20:34:43 PST 2021","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","It would be helpful if they could improve the payment services.","Not Offensive"
"375VSR8FW69WY9ZZQG3YAV197AIRZ1","3QUMZFVHEIVD0RO7I3B4YD16Z846RH","Offensive Review Analysis","Offensive Review Analysis","offensive, reviews","$0.02","Fri Nov 12 20:32:20 PST 2021","3","BatchId:4602058;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 19 20:32:20 PST 2021","","","3XLBSAQ9ZECO3ADD74AUUY5WJA57ZB","A39F1ILLES9VE3","Submitted","Fri Nov 12 20:34:17 PST 2021","Fri Nov 12 20:38:31 PST 2021","Mon Nov 15 20:38:31 PST 2021","","","","254","0% (0/0)","0% (0/0)","0% (0/0)","It would be helpful if they could improve the payment services.","Not Offensive"
"375VSR8FW69WY9ZZQG3YAV197AIRZ1","3QUMZFVHEIVD0RO7I3B4YD16Z846RH","Offensive Review Analysis","Offensive Review Analysis","offensive, reviews","$0.02","Fri Nov 12 20:32:20 PST 2021","3","BatchId:4602058;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 19 20:32:20 PST 2021","","","39ZSFO5CAIW016K52Q0JGWVQ8NQJU5","ABV9SGW3AOCTS","Submitted","Fri Nov 12 20:33:33 PST 2021","Fri Nov 12 20:33:48 PST 2021","Mon Nov 15 20:33:48 PST 2021","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","It would be helpful if they could improve the payment services.","Offensive"
"31GN6YMHMZS45TU7UIJW11CNCAXWS4","3QUMZFVHEIVD0RO7I3B4YD16Z846RH","Offensive Review Analysis","Offensive Review Analysis","offensive, reviews","$0.02","Fri Nov 12 20:32:21 PST 2021","3","BatchId:4602058;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 19 20:32:21 PST 2021","","","3R8YZBNQ9RIFPICMK8RH35TSE7K7QH","A399B3HHN9ZENF","Submitted","Fri Nov 12 20:34:00 PST 2021","Fri Nov 12 20:34:22 PST 2021","Mon Nov 15 20:34:22 PST 2021","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","Makes may tea with out stirring. The only problem is that it's kind of hard to put","Not Offensive"
"31GN6YMHMZS45TU7UIJW11CNCAXWS4","3QUMZFVHEIVD0RO7I3B4YD16Z846RH","Offensive Review Analysis","Offensive Review Analysis","offensive, reviews","$0.02","Fri Nov 12 20:32:21 PST 2021","3","BatchId:4602058;OriginalHitTemplateId:928390909;","3600","259200","Fri Nov 19 20:32:21 PST 2021","","","3G5F9DBFOZX4NFEFJG7305HU92VHVN","A39F1ILLES9VE3","Submitted","Fri Nov 12 20:34:13 PST 2021","Fri Nov 12 20:37:26 PST 2021","Mon Nov 15 20:37:26 PST 2021","","","","193","0% (0/0)","0% (0/0)","0% (0/0)","Makes may tea with out stirring. The only problem is that it's kind of hard to put","Not Offensive"
